"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","144","Crawl tool route, assert header rendering and zero console errors | {""id"":""ai-website-tester"",""toolName"":""AI Website Tester"",""route"":""#/ai-website-tester"",""expectedHeader"":""AI Website Tester"",""category"":""Testing Tools""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-12","passed","2026-09-12","","","",""
"","695","Audit Navigation between 5 tools for memory stability @performance @regression","Performance & Core Web Vitals Budget","2026-09-12","passed","2026-09-12","","","",""
"","1386","Should search for Base64 in navbar and navigate @smoke @discovery","Global Search Index Autocomplete","2026-09-12","passed","2026-09-12","","","",""
"","170","Crawl tool route, assert header rendering and zero console errors | {""id"":""workflow-generator"",""toolName"":""CI/CD Workflow Generator"",""route"":""#/workflow-generator"",""expectedHeader"":""CI/CD Workflow Generator"",""category"":""Developer""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-12","passed","2026-09-12","","","",""
"","2109","Data-driven Base64 encode and decode validation | {""description"":""Multilingual CJK"",""plain"":""自动化测试工程师"",""encoded"":""6Ieq5Yqo5YyW5rWL6K+V5bel56iL5biI""} @regression","Base64 Converter E2E Tests","2026-09-12","passed","2026-09-12","","","",""
"","2384","Data-driven JWT decoding and expiration validation | {""description"":""Expired Token"",""token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJ1c2VyLTQ1NiIsImV4cCI6MTYwMDAwMDAwMH0.3e5g3n4wG9LhX6K7j4aN2p-4YpGqY12j4G0qK8v7Rz0"",""expectedSub"":""user-456"",""isExpired"":true} @regression","JWT Debugger E2E Tests","2026-09-12","passed","2026-09-12","","","",""
"","204","Crawl tool route, assert header rendering and zero console errors | {""id"":""sequence-diagram"",""toolName"":""Sequence Diagram Generator"",""route"":""#/sequence-diagram"",""expectedHeader"":""Sequence Diagram Generator"",""category"":""Developer""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-12","passed","2026-09-12","","","",""
"","767","Should search for a tool via navbar and navigate @smoke","Home Page & Core Navigation","2026-09-12","passed","2026-09-12","","","",""
"","148","Crawl tool route, assert header rendering and zero console errors | {""id"":""qr-code"",""toolName"":""QR Code Generator"",""route"":""#/qr-code"",""expectedHeader"":""QR Code Generator"",""category"":""Generators""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-12","passed","2026-09-12","","","",""
"","2051","Data-driven Base64 encode and decode validation | {""description"":""Numbers & Symbols"",""plain"":""12345!@#$%^&*()"",""encoded"":""MTIzNDUhQCMkJV4mKigp""} @regression","Base64 Converter E2E Tests","2026-09-12","passed","2026-09-12","","","",""
"","206","Crawl tool route, assert header rendering and zero console errors | {""id"":""palace"",""toolName"":""QA Palace"",""route"":""#/palace"",""expectedHeader"":""QA Palace"",""category"":""Navigation""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-12","passed","2026-09-12","","","",""
"","154","Crawl tool route, assert header rendering and zero console errors | {""id"":""htpasswd"",""toolName"":""HTPasswd Generator"",""route"":""#/htpasswd"",""expectedHeader"":""HTPasswd Generator"",""category"":""Generators""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-12","passed","2026-09-12","","","",""
"","141","Crawl tool route, assert header rendering and zero console errors | {""id"":""collection-visualizer"",""toolName"":""Collection Visualizer"",""route"":""#/collection-visualizer"",""expectedHeader"":""Collection Visualizer"",""category"":""API Testing""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-12","passed","2026-09-12","","","",""
"","135","Crawl tool route, assert header rendering and zero console errors | {""id"":""kanban"",""toolName"":""Kanban Board"",""route"":""#/kanban"",""expectedHeader"":""Kanban Board"",""category"":""Developer""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-12","passed","2026-09-12","","","",""
"","172","Crawl tool route, assert header rendering and zero console errors | {""id"":""ai-agents-infographic"",""toolName"":""AI Agents Infographic"",""route"":""#/ai-agents-infographic"",""expectedHeader"":""AI Agents & MCP Infographic"",""category"":""Guides""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-12","passed","2026-09-12","","","",""
"","164","Crawl tool route, assert header rendering and zero console errors | {""id"":""log-collector"",""toolName"":""Log Collector"",""route"":""#/log-collector"",""expectedHeader"":""Log Collector"",""category"":""Developer""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-12","passed","2026-09-12","","","",""
"","1461","Rapid sequential navigation across 10 distinct tools @stress @slow","Client-Side Stress & Load Tests","2026-09-12","passed","2026-09-12","","","",""
"","217","Crawl tool route, assert header rendering and zero console errors | {""id"":""test-frameworks-comparison"",""toolName"":""Test Frameworks Comparison"",""route"":""#/test-frameworks-comparison"",""expectedHeader"":""Test Automation Frameworks Comparison"",""category"":""Guides""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-12","passed","2026-09-12","","","",""
"","150","Crawl tool route, assert header rendering and zero console errors | {""id"":""lorem-ipsum"",""toolName"":""Lorem Ipsum Generator"",""route"":""#/lorem-ipsum"",""expectedHeader"":""Lorem Ipsum Generator"",""category"":""Generators""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-12","passed","2026-09-12","","","",""
"","1943","Should beautify and format valid JSON @smoke @regression","JSON Formatter E2E Tests","2026-09-12","passed","2026-09-12","","","",""
"","161","Crawl tool route, assert header rendering and zero console errors | {""id"":""color-converter"",""toolName"":""Color Converter"",""route"":""#/color-converter"",""expectedHeader"":""Color Converter"",""category"":""Converters""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-12","passed","2026-09-12","","","",""
"","163","Crawl tool route, assert header rendering and zero console errors | {""id"":""api-testing-checklist"",""toolName"":""API Testing Checklist"",""route"":""#/api-testing-checklist"",""expectedHeader"":""API Testing Checklist"",""category"":""Checklists""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-12","passed","2026-09-12","","","",""
"","723","Should detect and flag syntax errors in malformed JSON by disabling Prettify @regression","JSON Formatter E2E Tests","2026-09-12","passed","2026-09-12","","","",""
"","153","Crawl tool route, assert header rendering and zero console errors | {""id"":""agent-manager"",""toolName"":""Agent Manager"",""route"":""#/agent-manager"",""expectedHeader"":""Agent Orchestration"",""category"":""AI Tools""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-12","passed","2026-09-12","","","",""
"","154","Crawl tool route, assert header rendering and zero console errors | {""id"":""markdown-to-confluence"",""toolName"":""Markdown to Confluence"",""route"":""#/markdown-to-confluence"",""expectedHeader"":""Markdown to Confluence Wiki"",""category"":""Converters""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-12","passed","2026-09-12","","","",""
"","214","Crawl tool route, assert header rendering and zero console errors | {""id"":""api-types-guide"",""toolName"":""API Types Guide"",""route"":""#/api-types-guide"",""expectedHeader"":""API Types"",""category"":""Guides""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-12","passed","2026-09-12","","","",""
"","205","Crawl tool route, assert header rendering and zero console errors | {""id"":""json-visualizer"",""toolName"":""JSON Visualizer"",""route"":""#/json-visualizer"",""expectedHeader"":""JSON Visualizer"",""category"":""Converters""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-12","passed","2026-09-12","","","",""
"","735","Data-driven hash vector validation | {""algorithm"":""SHA-256"",""input"":""hello"",""expectedHash"":""2cf24dba5fb0a30e26e83b2ac5b9e29e1b161e5c1fa7425e73043362938b9824""} @regression","Hash Generator E2E Tests","2026-09-12","passed","2026-09-12","","","",""
"","3482","Should decode valid JWT token accurately @smoke @regression","JWT Debugger E2E Tests","2026-09-12","passed","2026-09-12","","","",""
