"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","172","Crawl tool route, assert header rendering and zero console errors | {""id"":""mobile-testing-checklist"",""toolName"":""Mobile Testing Checklist"",""route"":""#/mobile-testing-checklist"",""expectedHeader"":""Mobile Testing Checklist"",""category"":""Checklists""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-10","passed","2026-09-10","","","",""
"","800","Should display the KobeanQAUtils brand @smoke","Home Page & Core Navigation","2026-09-10","passed","2026-09-10","","","",""
"","168","Crawl tool route, assert header rendering and zero console errors | {""id"":""image-editor"",""toolName"":""Image Editor"",""route"":""#/image-editor"",""expectedHeader"":""Image Editor"",""category"":""Converters""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-10","passed","2026-09-10","","","",""
"","134","Crawl tool route, assert header rendering and zero console errors | {""id"":""password"",""toolName"":""Password Generator"",""route"":""#/password"",""expectedHeader"":""Password Generator"",""category"":""Generators""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-10","passed","2026-09-10","","","",""
"","144","Crawl tool route, assert header rendering and zero console errors | {""id"":""sip"",""toolName"":""Session Initiation Protocol"",""route"":""#/sip"",""expectedHeader"":""Session Initiation Protocol"",""category"":""Terms""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-10","passed","2026-09-10","","","",""
"","167","Crawl tool route, assert header rendering and zero console errors | {""id"":""ai-instructions"",""toolName"":""AI Instructions Guide"",""route"":""#/ai-instructions"",""expectedHeader"":""AI Instructions Guide"",""category"":""Guides""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-10","passed","2026-09-10","","","",""
"","786","Crawl tool route, assert header rendering and zero console errors | {""id"":""home"",""toolName"":""Home"",""route"":""#/"",""expectedHeader"":""KobeanQAUtils"",""category"":""Navigation""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-10","passed","2026-09-10","","","",""
"","157","Crawl tool route, assert header rendering and zero console errors | {""id"":""codeceptjs-guide"",""toolName"":""Testing Cheat Sheet"",""route"":""#/codeceptjs"",""expectedHeader"":""Testing Cheat Sheet"",""category"":""Guides""} @smoke @discovery","Universal 64-Tool Discovery & Health Crawler","2026-09-10","passed","2026-09-10","","","",""
"","675","Data-driven epoch to UTC conversion | {""description"":""Leap Day 2024"",""epochSec"":1709164800,""expectedIsoUtc"":""2024-02-29T00:00:00.000Z""} @regression","Unix Timestamp Converter E2E Tests","2026-09-10","passed","2026-09-10","","","",""
"","1146","Bulk 1,000 UUID generation benchmark @stress @slow","Client-Side Stress & Load Tests","2026-09-10","passed","2026-09-10","","","",""
